Work Order,Description,Charge To,Charge To Name,Type,Status,Shift,Priority,Created,Creator,Assigned,Scheduled,Fail Code,Actual Finish,Completion Comments
18064859,"L1TD4:  replace gearbox leaking, ordered 4/2/18",13092,Bread Basket Trash Dump Conveyors L1TD4,CM,Approved,,2,4/2/18,BBUGRNLCOSTA,,12/31/1899,,12/31/1899,
18064858,L1TD3 replace all wear strips aprox 40’ ordered 4/2/18,13093,Bread Basket Trash Dump Conveyors L1TD3,CM,Approved,,2,4/2/18,BBUGRNLCOSTA,,12/31/1899,,12/31/1899,
18064856,L2DENSTR:  Replace drive shaft and bearings badly worn,14575,Bread Basket Denester L2DENSTR,CM,Approved,,2,4/1/18,BBUGRNKHARRIS,,12/31/1899,,12/31/1899,
18064812,L2ROU:  replace blades and cushions on rounder bars,15681,Bread Rounder- L2ROU,CM,Approved,,1,4/1/18,BBUGRNRPOTTER,,12/31/1899,,12/31/1899,
18064811,replace blades and cushions on 2 sets of rounder bars,14513,Bread Rounder L1ROU,CM,Approved,,1,4/1/18,BBUGRNRPOTTER,,12/31/1899,,12/31/1899,
18064810,L1- PP 2-BD - 2- 16:  replace broken vortex,BREAD LINE 1 PAN RETURN,BREAD LINE 1 PAN RETURN,CM,Approved,,2,4/1/18,BBUGRNWCARRASCO,,12/31/1899,,12/31/1899,
18064803,L2CD_2S14:  Replace sprockets and bearings.,16156,Line 2 Cooler Discharge Conveyor L2CD_2S14,CM,Approved,4,2,4/1/18,BBUGRNJRITCHIE,,12/31/1899,,12/31/1899,
18064802,Replace support roller.,15678,Bread Molder - L2MolderA,CM,Approved,4,1,4/1/18,BBUGRNJRITCHIE,,12/31/1899,,12/31/1899,
18064796,"L2MOLDERB:  Replace molder belt and clean under belt. Check for points where belt could be getting caught, causing it to fray.",15679,Bread Molder - L2MolderB,CM,Approved,,2,4/1/18,BBUGRNJRITCHIE,,12/31/1899,,12/31/1899,
18064795,L2ROU:  Replace rounder belt,15681,Bread Rounder- L2ROU,CM,Approved,,2,4/1/18,BBUGRNJRITCHIE,,12/31/1899,,12/31/1899,
18064793,"L2MOLDERA:  Replace molder belt and clean under belt.  Also, check for points where the belt could be getting caught and causing the belt to fray.",15678,Bread Molder - L2MolderA,CM,Approved,,2,4/1/18,BBUGRNJRITCHIE,,12/31/1899,,12/31/1899,
18064737,L2MolderA:  Replace front bearings.  Check shaft and motor for damage and wear.,15678,Bread Molder - L2MolderA,CM,Approved,,2,3/31/18,BBUGRNTCLEAR,,12/31/1899,,12/31/1899,
18064719,L1DIV:  please install a thermometer at the divider,14512,Bread Dough Divider L1DIV,CM,Approved,,2,3/31/18,BBUGRNPSOLTIS,,12/31/1899,,12/31/1899,
18064718,L2DIV:  Please install a thermometer @ the divider,15677,Bread Dough Divider - L2DIV,CM,Approved,,2,3/31/18,BBUGRNPSOLTIS,,12/31/1899,,12/31/1899,
18064665,BREAD KTRON:  Belt needs to be replaced.     *****Belt is in the line 1 staging cage*****,7691,Bread Sponge Flour Meter KTRON,CM,Approved,,1,3/31/18,BBUGRNPSOLTIS,,12/31/1899,,12/31/1899,
18064664,"L9KKLC:  Metal to metal wear. Chain on non-operator side is rubbing on frame, bearing, and guard.",8041,Muffin Wrapping Feed Conveyors L9KKLC,CM,Approved,,2,3/31/18,BBUGRNSNAZIM,,12/31/1899,,12/31/1899,
18064661,L1PUS1:  Replace belt.,7477,Bread Pan Unstacker Discharge Conveyor L1PUS1,CM,Approved,,1,3/31/18,BBUGRNJRITCHIE,,12/31/1899,,12/31/1899,
18064647,BBU12:  Brush unit bad motor.,7733,Brush Unit BBU09,CM,Approved,,2,3/30/18,BBUGRNLCOSTA,,12/31/1899,,12/31/1899,
18064590,L9PB:  Please replace cam followers for shuttle plate,7996,Muffin Proofer L9PB,CM,Approved,,2,3/30/18,BBUGRNTSZWEJTYS,,12/31/1899,,12/31/1899,
18064580,"L1S3, L1S4:  Alarm is not working (no sound to alert production operator when the product is turned sideways).",BREAD LINE 1 BREAD SLICER,BREAD LINE 1 BREAD SLICER,CM,Approved,,2,3/30/18,BBUGRNMHUGUES,,12/31/1899,,12/31/1899,
18064542,L1 SLICER FEED CONVEYORS:  Electrical panel a/c unit is not working and needs to be replaced.,BREAD LINE 1 SLICER FEED,BREAD LINE 1 SLICER FEED,CM,Approved,,2,3/29/18,BBUGRNJCLAY,,12/31/1899,,12/31/1899,
18064521,"L1WW20:  conveyor is skipping, (may be a result of too much belt sag).  Remove links as necessary to shorten belt to appropriate length.",7649,Bread Slicer L1S1,CM,Approved,,2,3/29/18,BBUGRNCSERNA,,12/31/1899,,12/31/1899,
18064517,L9ROU:  Weld broken support angular for catch pan .,10152,Muffin Rounding Table L9ROU,CM,Approved,,2,3/29/18,BBUGRNOHERNANDEZ,,12/31/1899,,12/31/1899,
18064491,L9PB:  Tension sprocket is not aligned with other sprockets. Replace chain. It’s too short. This is for unload timing.,7996,Muffin Proofer L9PB,CM,Approved,,2,3/29/18,BBUGRNOHERNANDEZ,,12/31/1899,,12/31/1899,
18064487,order parts needed for line 7 doboy rebuild assign to Tommy Szwejtys when all parts arrive.,7938,Muffin Overwrapper L7DB,CM,Approved,,2,3/29/18,BBUGRNSARRICK,,12/31/1899,,12/31/1899,
18064422,30 DAY PM - Bread Cooler Unloader L1CU,7006,Bread Cooler Unloader L1CU,PM,Approved,,,3/28/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18064412,14 DAY PM - Bread Bagger L1B3 (Running PM),6675,Bread Bagger L1B3,PM,Approved,1,,3/28/18,BBUGRNDPOWELL,,12/31/1899,PMNF,4/5/2018,
18064362,30 DAY PM - Bread Packing Conveyor L2PFF4A,14751,Bread Packing Conveyor L2PFF4A,PM,Approved,,,3/28/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18064361,30 DAY PM - Bread Overwrapper Discharge Conveyor L2WD4,14747,Bread Overwrapper Discharge Conveyor L2WD4,PM,Approved,,,3/28/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18064360,30 DAY PM - Bread Overwrapper Discharge Conveyor L2WD2,14745,Bread Overwrapper Discharge Conveyor L2WD2,PM,Approved,,,3/28/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18064358,30 DAY PM - Bread Overwrapper Bypass Conveyor L2WB2,14741,Bread Overwrapper Bypass Conveyor L2WB2,PM,Approved,,,3/28/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18064355,30 DAY PM - Bread Slicer Feed Conveyor L2SF04A,14714,Bread Slicer Feed Conveyor L2SF04A,PM,Approved,,,3/28/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18064354,"14 DAY RUNNING PM - Line 2 Dough Chunk (Elevator Front) Conveyor, L2CHNK1-C1",16052,"Line 2 Dough Chunk (Elevator Front) Conveyor, L2CHNK1-C1",PM,Approved,2,,3/28/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18064346,365 DAY PM - Bread Pan Return Conveyor L1PR04A,7330,Bread Pan Return Conveyor L1PR04A,PM,Approved,,,3/28/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18064243,10 DAY PM - Muffin Proofer L9PB,7996,Muffin Proofer L9PB,PM,Approved,,,3/28/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18064238,7 DAY PM - Muffin Splitter / Box Former / Loader L8AKK,8011,Muffin Splitter / Box Former / Loader L8AKK,PM,Approved,,,3/28/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18064215,7 DAY PM - Line 2 Lid Feed Conveyor L2LF_L31 (Running PM),16209,Line 2 Lid Feed Conveyor L2LF_L31 (Running PM),PM,Approved,,,3/28/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18064214,7 DAY PM - Line 2 Lid Feed Conveyor L2LF_L30 (Running PM),16207,Line 2 Lid Feed Conveyor L2LF_L30 (Running PM),PM,Approved,,,3/28/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18064213,7 DAY PM - Line 2 Lid Feed Conveyor L2LF_L29 (Running PM),16205,Line 2 Lid Feed Conveyor L2LF_L29 (Running PM),PM,Approved,,,3/28/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18064212,7 DAY PM - Line 2 Lid Feed Conveyor L2LF_L28 (Running PM),16203,Line 2 Lid Feed Conveyor L2LF_L28 (Running PM),PM,Approved,,,3/28/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18064211,7 DAY PM - Line 2 Lid Feed Conveyor L2LF_L27 (Running PM),16201,Line 2 Lid Feed Conveyor L2LF_L27 (Running PM),PM,Approved,,,3/28/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18064210,7 DAY PM - Line 2 Lid Feed Conveyor L2LF_L26A (Running PM),16199,Line 2 Lid Feed Conveyor L2LF_L26A (Running PM),PM,Approved,,,3/28/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18064209,7 DAY PM - Line 2 Lid Feed Conveyor L2LF_L26 (Running PM),16197,Line 2 Lid Feed Conveyor L2LF_L26 (Running PM),PM,Approved,,,3/28/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18064208,7 DAY PM - Line 2 Lid Feed Conveyor L2LF_L24 (Running PM),16225,Line 2 Lid Feed Conveyor L2LF_L24 (Running PM),PM,Approved,1,1,3/28/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18064207,7 DAY PM - Line 2 Lid Feed Conveyor L2LF_L23 (Running PM),16223,Line 2 Lid Feed Conveyor L2LF_L23 (Running PM),PM,Approved,1,1,3/28/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18064206,7 DAY PM - Line 2 Lid Feed Conveyor L2LF_L22 (Running PM),16221,Line 2 Lid Feed Conveyor L2LF_L22 (Running PM),PM,Approved,1,1,3/28/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18064205,7 DAY PM - Line 2 Lid Feed Conveyor L2LF_L21 (Running PM),16219,Line 2 Lid Feed Conveyor L2LF_L21 (Running PM),PM,Approved,1,1,3/28/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18064204,7 DAY PM - Line 2 Lid Feed Conveyor L2LF_L20 (Running PM),16217,Line 2 Lid Feed Conveyor L2LF_L20 (Running PM),PM,Approved,1,1,3/28/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18064203,7 DAY PM - Line 2 Lid Feed Conveyor L2LF_L18 (Running PM),16213,Line 2 Lid Feed Conveyor L2LF_L18 (Running PM),PM,Approved,1,1,3/28/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18064202,7 DAY PM - Line 2 Lid Feed Conveyor L2LF_L19 (Running PM),16215,Line 2 Lid Feed Conveyor L2LF_L19 (Running PM),PM,Approved,1,1,3/28/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18064201,7 DAY PM - Line 2 Lid Feed Conveyor L2LF_L17 (Running PM),16211,Line 2 Lid Feed Conveyor L2LF_L17 (Running PM),PM,Approved,1,1,3/28/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18064200,7 DAY PM - Line 2 Lid Feed Conveyor L2LF_L16 (Running PM),16193,Line 2 Lid Feed Conveyor L2LF_L16 (Running PM),PM,Approved,1,1,3/28/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18064199,7 DAY PM - Line 2 Lid Feed Conveyor L2LF_L15 (Running PM),16191,Line 2 Lid Feed Conveyor L2LF_L15 (Running PM),PM,Approved,1,1,3/28/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18064198,7 DAY PM - Line 2 Lid Feed Conveyor L2LF_L14 (Running PM),16189,Line 2 Lid Feed Conveyor L2LF_L14 (Running PM),PM,Approved,1,1,3/28/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18064196,7 DAY PM - Line 2 Lid Feed (Switching) Conveyor L2LF_L25 (Running PM),16195,Line 2 Lid Feed (Switching) Conveyor L2LF_L25 (Running PM),PM,Approved,,,3/28/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18064064,"L1DEP:  need two vacuum belts two was damages when the bearing and the drive shaft went to hell,",BREAD LINE 1 DEPANNER,BREAD LINE 1 DEPANNER,CM,Approved,,2,3/28/18,BBUGRNWCARRASCO,,12/31/1899,,12/31/1899,
18064056,Muffin Cooler L8C1 replace both blower belts on line 8 spiral cooler one belt is already off and we are running on 1 belt.,7916,Muffin Cooler L8C1,CM,Approved,,2,3/28/18,BBUGRNSARRICK,,12/31/1899,,12/31/1899,
18064055,L9C1:  replace the wear strips on cooler in-feed belt conveyor.   there are sections worn down to metal,7917,Muffin Cooler L9C1,CM,Approved,,2,3/28/18,BBUGRNSARRICK,,12/31/1899,,12/31/1899,
18064028,"L2S3:  move idler sprockets see photo, operator side move from pen to finger hole, same on non operator side",7656,Bread Slicer L2S3,CM,Approved,,2,3/27/18,BBUGRNLCOSTA,,12/31/1899,,12/31/1899,
18064027,"L2S3:  replace drive sprockets, chains and flights, ordered 3/27/18",7656,Bread Slicer L2S3,CM,Approved,,2,3/27/18,BBUGRNLCOSTA,,12/31/1899,,12/31/1899,
18064003,L1DIV:  replace transmitter wika transmitter S-11 0-100 psi 4-20ma DC 10-30V S# 1108MRAB P#52284107.,14512,Bread Dough Divider L1DIV,CM,Approved,,1,3/27/18,BBUGRNRPOTTER,,12/31/1899,,12/31/1899,
18063967,L1WW18:  replace tension roller after drive,7600,Bread Slicer Feed Conveyors L1WW18,CM,Approved,,2,3/26/18,BBUGRNOHERNANDEZ,,12/31/1899,,12/31/1899,
18063963,L1WW17:  replace tension roller and bearings after drive,7599,Bread Slicer Feed Conveyors L1WW17,CM,Approved,,2,3/26/18,BBUGRNOHERNANDEZ,,12/31/1899,,12/31/1899,
18063938,L2WF18:  bearings dancing need to replace (Dodge C104 SKN),14778,Bread Wrapping Feed Conveyor L2WF18,CM,Approved,,2,3/26/18,BBUGRNNSHAWA,,12/31/1899,,12/31/1899,
18063929,INGREDIENTS/RAISIN JUICE:  Rebuild leaking pump with seal kit.  Ensure that all items in the seal kit are used to replace installed seals.,7786,Bulk Dry Ingredient Delivery System,CM,Approved,,2,3/26/18,BBUGRNMHUNTER,,12/31/1899,,12/31/1899,
18063916,L9BB1:  Film Take Up Roller Underneath Bearings Need To Be Replaced Or And Roller Itself,14120,Muffin Starbucks Bagger L9BB1,CM,Approved,,2,3/25/18,BBUGRNKREED,,12/31/1899,,12/31/1899,
18063907,L2PF3:  In-feed conveyor replace photo switch,14726,Bread Packing Conveyor L2PFF3B,CM,Approved,,2,3/25/18,BBUGRNGSMITH,,12/31/1899,,12/31/1899,
18063885,Use the PM task list on your tablet to do the PM on the line 1 Imaje printers.,BREAD LINE PRINTERS,BREAD LINE BAG PRINTERS,CM,Approved,2,2,3/25/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18063865,L1MD:  Replace worn sprocket.,7172,Bread Metal Detector L1MD,CM,Approved,,2,3/25/18,BBUGRNRDACOSTA,,12/31/1899,,12/31/1899,
18063831,L7B1:  Replace overhead bag sensor n.o.s.  no part info sent email to JB for follow up,7848,Muffin Bagger L7B1,CM,Approved,,2,3/25/18,BBUGRNGCOHEN,,12/31/1899,,12/31/1899,
18063828,M10MIX:  Replace safety buttons (excessive force required to get them to make).,15713,Bread Dough Mixer M10MIX,CM,Approved,,S,3/24/18,BBUGRNADESANTIS,,12/31/1899,,12/31/1899,
18063802,L2ETC01A:  Empty tray guide roller broke need to be replace.,16393,Line 1 Bread Empty Basket Sweeper - L1EBS1,CM,Approved,,2,3/24/18,BBUGRNGSMITH,,12/31/1899,,12/31/1899,
18063801,"L2OR1:  Replace drive shaft bearings, bearing broke on gearbox side.",16393,Line 1 Bread Empty Basket Sweeper - L1EBS1,CM,Approved,,2,3/24/18,BBUGRNGSMITH,,12/31/1899,,12/31/1899,
18063791,"L2PF_R39:  Intralox belt not in track, belt is damage rubbing and pan guide, north at the beginning,",16312,Line 2 Pan Feed Conveyor L2PF_R39,CM,Approved,,2,3/24/18,BBUGRNWCARRASCO,,12/31/1899,,12/31/1899,
18063790,BUILDING/AIR SYSTEM:  Install new PSI Switch and Alarm Beacon for Low Air Alarm in EM Wrapping Near The Empty Tray Feed PLC by L7 ATL,MUFFIN LINES,"MUFFIN LINES 7, 8, AND 9",CM,Approved,,1,3/24/18,BBUGRNJTHOMPSON,,12/31/1899,,12/31/1899,
18063731,L9TOC2:  Replace gearbox. Leaking grease out of shafts port hole. Seal broken.,8027,Muffin Turn Over Conveyor L9TOC2,CM,Approved,,2,3/24/18,BBUGRNSNAZIM,,12/31/1899,,12/31/1899,
18063730,"L1ROU:  one of the spare rounder bars for line one needs a new blade, cushion, and bolts.",14513,Bread Rounder L1ROU,CM,Approved,,2,3/24/18,BBUGRNADESANTIS,,12/31/1899,,12/31/1899,
18063712,L7PB:  Repair lights box opr and nos  / needs to be given to delmare electric,7994,Muffin Proofer L7PB,CM,Approved,,2,3/23/18,BBUGRNKHARRIS,,12/31/1899,,12/31/1899,
18063668,DOUGH TROUGH:  Replace bad wheels (trough sitting outside Make Up maintenance shop).  Four wheels have been ordered.,7695,Bread Trough Hoist M01DTH,CM,Approved,,2,3/22/18,BBUGRNJBOREA,,12/31/1899,,12/31/1899,
18063655,L9B1:  Repair/replace bed for bagger discharge conveyor.,7851,Muffin Bagger L9B1,CM,Approved,,S,3/22/18,BBUGRNBAHUMADA,,12/31/1899,,12/31/1899,
18063512,30 DAY PM - Bread Oven L1OV,7236,Bread Oven L1OV,PM,Approved,1,1,3/21/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18063510,30 DAY PM - Muffin Band Oven L9OV2,7858,Muffin Band Oven L9OV2,PM,Approved,,,3/21/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18063498,30 DAY PM - Bread Cooler Feed Conveyors L1C12,6842,Bread Cooler Feed Conveyors L1C12,PM,Approved,,,3/21/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18063497,30 DAY PM - Bread Cooler Feed Conveyors L1C11,6841,Bread Cooler Feed Conveyors L1C11,PM,Approved,,,3/21/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18063496,30 DAY PM - Bread Cooler Feed Conveyors L1C10,6840,Bread Cooler Feed Conveyors L1C10,PM,Approved,,,3/21/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18063494,60 DAY PM - Line 1 Bread Bagger Feed Conveyor L1SC2,16350,Line 1 Bread Bagger Feed Conveyor L1SC2,PM,Approved,,,3/21/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18063462,30 DAY PM - Bread Wrapping Feed Conveyor L2WF13,14773,Bread Wrapping Feed Conveyor L2WF13,PM,Approved,,,3/21/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18063452,30 DAY PM - Bread Oven L2 OV,7238,Bread Oven L2 OV,PM,Approved,1,1,3/21/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18063285,365 DAY PM - Bread Pan Return Conveyor L1PR07,7343,Bread Pan Return Conveyor L1PR07,PM,Approved,,,3/21/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18063206,L1PB:  Replace hydraulic motor and couplings.  See R. Potter for details.,15801,Bread Proofbox L1PB,CM,Approved,,2,3/21/18,BBUGRNRPOTTER,,12/31/1899,,12/31/1899,
18063205,L1WW17:  replace Intralox conveyor belting.     *****New belt is in the line 2 staging cage*****,7599,Bread Slicer Feed Conveyors L1WW17,CM,Approved,1,1,3/21/18,BBUGRNRPOTTER,,12/31/1899,,12/31/1899,
18063200,L1WW17: Motor and drive shaft wobbling. Open the conveyor and determine what is needed to repair. Leave this work order open (put your labor on it though) and write a purchase request for parts (if needed).,7599,Bread Slicer Feed Conveyors L1WW17,CM,Approved,1,2,3/21/18,BBUGRNRPOTTER,,12/31/1899,,12/31/1899,
18063199,L1WW18:  Motor and drive shaft wobbling.  Open the conveyor and determine what is needed to repair. Leave this work order open (put your labor on it though) and write a purchase request for parts (if needed).,7600,Bread Slicer Feed Conveyors L1WW18,CM,Approved,1,2,3/21/18,BBUGRNRPOTTER,,12/31/1899,,12/31/1899,
18063196,L2OV:  replace bad bearing on main drive,7238,Bread Oven L2 OV,CM,Approved,2,1,3/21/18,BBUGRNRPOTTER,,12/31/1899,,12/31/1899,
18063167,L2OR1:  conveyor has broken links at the middle need to replace (Blue 42” wide).,14659,Bread Basket Orientor L2OR1,CM,Approved,,2,3/21/18,BBUGRNNSHAWA,,12/31/1899,,12/31/1899,
18063165,L1OF07:  Replace motor (has bad bearings and is making a lot of noise).,7201,Bread Oven Feed Conveyor L1OF07,CM,Approved,,2,3/21/18,BBUGRNADESANTIS,,12/31/1899,,12/31/1899,
18063145,L1PR01A:  replace conveyor lift cylinder and switch.,7317,Bread Pan Return Conveyor L1PR01A,CM,Approved,,2,3/20/18,BBUGRNADESANTIS,,12/31/1899,,12/31/1899,
18063091,PALSUS BREAD PAN STACKER:  Work With AMF on repairs. See Joe T. for details and parts.,16370,Line 2 PALSUS Bread Pan Stacker,CM,Approved,,2,3/20/18,BBUGRNSBOOTH,,12/31/1899,,12/31/1899,
18063086,L1ETC13: Baskets stop needs to have the cylinder replaced.,6710,Bread Basket Feed Conveyors Slide L1TF3,CM,Approved,,2,3/20/18,BBUGRNNSHAWA,,12/31/1899,,12/31/1899,
18063051,"L2D1L:  Replace the conveyor belt (2400 series, radius belt, 8” wide x 20’, flush grid with brown abrasion resistant rods).",16114,Line 2 Oven Discharge Conveyor L2D1L,CM,Approved,,2,3/19/18,BBUGRNWCARRASCO,,12/31/1899,,12/31/1899,
18063043,"FACILITIES:  Clock by Wrapping Cafeteria is out of order, we need to go to Shipping or EM to punch for lunch",13223,Building and Grounds,CM,Approved,1,2,3/19/18,BBUGRNBAHUMADA,,12/31/1899,,12/31/1899,
18063037,"L2CD_2S10:  needs new sprockets. Sprockets are worn. Split, keyed, 1.25 inch, 13T, round, plastic, white.",16148,Line 2 Cooler Discharge Conveyor L2CD_2S10,CM,Approved,,2,3/19/18,BBUGRNSNAZIM,,12/31/1899,,12/31/1899,
18063036,"L9OV2: OVEN TRACKER MOTOR ASSEMBLY, REPLACE THE DRIVE SPROCKETS, DRIVE CHAIN, AND MASTER LINK",7858,Muffin Band Oven L9OV2,CM,Approved,,2,3/19/18,BBUGRNDDUHANCIK,,12/31/1899,,12/31/1899,
18063035,"L9OV1:  OVEN TRACKER MOTOR ASSEMBLY, REPLACE THE DRIVE SPROCKETS, DRIVE CHAIN, AND MASTER LINK",7857,Muffin Band Oven L9OV1,CM,Approved,,2,3/19/18,BBUGRNDDUHANCIK,,12/31/1899,,12/31/1899,
18063030,L2DM2:  Replace bearing.,16062,Line 2 Dough to Molder B Conveyor L2DM2,CM,Approved,,2,3/19/18,BBUGRNJPENAFIEL,,12/31/1899,,12/31/1899,
18063019,L2PF_R35T:  Belt is worn. Needs to be replaced.,16304,Line 2 Pan Feed Conveyor L2PF_R35T,CM,Approved,,2,3/19/18,BBUGRNSNAZIM,,12/31/1899,,12/31/1899,
18063018,L2PF_R35B:  Belt is worn. Needs to be replaced.,16302,Line 2 Pan Feed Conveyor L2PF_R35B,CM,Approved,,2,3/19/18,BBUGRNSNAZIM,,12/31/1899,,12/31/1899,
18062988,PALSUS BIG SLICE LID STACKER/UNSTACKER:  Replace v-wheels (there are a total of 8).,16373,Line 2 PALSUS (Big Slice) Bread Pan Lid Stacker/Unstacker,CM,Approved,,2,3/18/18,BBUGRNTCLEAR,,12/31/1899,,12/31/1899,
18062925,L7OV1:  REPLACE THE DSI ON B6 Z1,7853,Muffin Band Oven L7OV1,CM,Approved,,2,3/18/18,BBUGRNDDUHANCIK,,12/31/1899,,12/31/1899,
18062920,"Replace grease gun it is broken. NONE IN STOCK Please stock this item order 3. Two for stock one for job any questions see JB Thank you
Part number Mxmuff008",16000,Muffin Dough Mixer EMMIXR1,CM,Approved,3,1,3/18/18,BBUGRNJBOREA,,12/31/1899,,12/31/1899,
18062850,L9ATL:  Replace motor and gearbox (infeed conveyor/blue belt/product conveyor).,13068,Muffin Auto Tray Loader L9ATL,CM,Approved,,2,3/16/18,BBUGRNSJOHNSON,,12/31/1899,,12/31/1899,
18062829,L8ROU:  Replace leaking air filter.,8007,Muffin Rounding Table L8ROU,CM,Approved,,2,3/16/18,BBUGRNACARTER,,12/31/1899,,12/31/1899,
18062825,"EM COOLERS:  Replace lower filters for all 3 coolers (need 12, 24 x 24 x 2 filters, 4 for each cooler).",MUFFIN LINES,"MUFFIN LINES 7, 8, AND 9",CM,Approved,,2,3/16/18,BBUGRNWCARRASCO,,12/31/1899,,12/31/1899,
18062778,"L1DEP:  Replace depanner belt (blue cups, showing signs of wear)",7009,Bread Depanner L1DEP,CM,Approved,,2,3/16/18,BBUGRNPSOLTIS,,12/31/1899,,12/31/1899,
18062766,"L8DB:  Replace lower cut head heat element

no part info on this work order?",7939,Muffin Overwrapper L8DB,CM,Approved,,2,3/16/18,BBUGRNGCOHEN,,12/31/1899,,12/31/1899,
18062760,L9TOC2:  Replace GearBox,8027,Muffin Turn Over Conveyor L9TOC2,CM,Approved,,2,3/16/18,BBUGRNKREED,,12/31/1899,,12/31/1899,
18062746,"L8OV1:  B # 2 ,(outside Brush Unit) , needs to be replaced A.S.A.P.",7855,Muffin Band Oven L8OV1,CM,Approved,,2,3/15/18,BBUGRNRPICHARDO,,12/31/1899,,12/31/1899,
18062736,"L7B1:  There have been issues all week with the infeed to the bagger, in that the transfer roller is not spinning.  Check out the entirety of the infeed conveyor and make any repairs needed.",7848,Muffin Bagger L7B1,CM,Approved,,2,3/15/18,BBUGRNDPOWELL,,12/31/1899,PMNF,3/16/2018,adjust loose drive chain on tranfer roller
18062723,"TABBER2:  Top sensor keeps coming loose, causing the ribbon to not advance correctly (?, as reported by Production).  Determine if there is a problem and, if there is, correct said problem.",15924,Muffin Tabber #2,CM,Approved,,2,3/15/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18062715,Assist O. Hernandez in replacing gaskets (as necessary) in the liquid sponge heat exchanger.,8015,Muffin Sponge Heat Exchanger Apv EXHO10A,CM,Approved,3,2,3/15/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18062714,LINE 2 SPONGE:  Discharge pipe from holding tank braced with a ratchet strap/bungee cords in lieu of damaged/broken bracket.,PRODUCTION SHARED EQIPMENT,PRODUCTION SHARED EQIPMENT,CM,Approved,,2,3/15/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18062713,FACILITIES:     Top rack of shelf against wall near line 2 ingredient blower has a damaged front member and needs to be removed/replaced.,FACILITY SUPPORT LINES GR,FACILITY SUPPORT LINES GR,CM,Approved,,S,3/15/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18062710,M02MIX:  Vertical CIP piping behind mixer is not well supported when disconnected from the pump.,7069,Bread Dough Mixer M02MIX,CM,Approved,,2,3/15/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18062709,M02MIX: repair or replace all seals,7069,Bread Dough Mixer M02MIX,CM,Approved,,2,3/15/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18062708,M01MIX:  Fitting above Hot Water valve at the water mixer is leaking.,7068,Bread Dough Mixer M01MIX,CM,Approved,,2,3/15/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18062707,M04DTH:  Safety guard missing from trough hoist drive motor/chain.,7698,Bread Trough Hoist M04DTH,CM,Approved,,S,3/15/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
